Position,Team,per,ws,bpm,Year,CareerLen,Rank,Value,ATL,BOS,BRK,CHI,CHO,CLE,DAL,DEN,DET,GSW,HOU,IND,LAC,LAL,MEM,MIA,MIL,MIN,NOP,NYK,OKC,ORL,PHI,PHO,POR,SAC,SAS,TOR,UTA,WAS,College,Target
SG,CHI,14.5,0.1,0.1,2011,8,0,600.0,3,2,2,0,4,0,2,3,0,2,3,2,1,0,0,2,3,3,1,6,2,1,4,2,2,1,2,0,0,1,La Salle,TOR
C,POR,14.8,3.7,1.5,2011,14,9,370.0,2,3,3,3,2,0,4,4,4,2,1,0,1,0,1,1,1,4,1,1,3,0,2,1,2,0,1,0,0,2,UMass,HOU
PF,MEM,12.4,0.1,-1.4,2011,1,10,0.0,0,0,1,2,1,0,4,1,2,2,2,1,0,0,2,3,1,3,5,2,1,0,0,4,1,1,0,0,0,0,"Vanderbilt, Missouri",UTA
PF,HOU,-4.5,0.0,-10.8,2011,1,13,453.0,0,0,1,2,1,0,0,1,2,2,2,1,0,0,2,3,1,3,5,2,1,0,0,4,1,1,0,0,0,0,"Vanderbilt, Missouri",UTA
SG,ORL,16.2,2.1,1.8,2011,12,7,385.0,5,3,4,1,5,0,2,7,5,5,3,4,4,2,3,2,8,7,1,4,5,2,0,3,3,1,1,0,0,4,UNC,DAL
SG,PHO,14.2,1.7,-0.4,2011,12,16,395.0,5,3,4,1,5,0,2,7,5,5,3,4,4,2,3,2,0,7,1,4,5,2,0,3,3,1,1,0,0,4,UNC,DAL
SF,SAC,11.7,2.5,-0.6,2011,1,25,300.0,1,0,2,0,0,0,0,1,1,1,1,2,1,1,0,0,1,3,0,2,1,2,1,1,2,0,0,0,0,1,0,CLE
C,DAL,18.4,9.4,1.5,2011,9,3,497.0,3,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,1,0,0,0,1,1,0,1,0,0,1,0,NYK
SF,NYK,15.7,3.4,0.0,2011,3,14,780.0,0,1,3,2,2,0,2,4,4,3,5,5,2,0,1,4,3,6,1,1,6,2,3,2,3,0,2,0,0,3,DePaul,DEN
SG,ATL,14.2,3.4,-1.0,2011,10,12,270.0,2,4,3,4,4,0,4,5,6,6,4,4,3,7,5,3,3,12,1,5,7,4,2,0,5,3,3,0,0,5,Michigan,POR
SG,ATL,7.6,-0.3,-5.5,2011,0,12,270.0,2,2,2,1,0,0,1,0,1,0,1,2,0,0,2,7,0,1,0,2,1,0,0,0,1,0,2,0,0,0,"Indiana, Xavier",WAS
PF,POR,9.5,1.3,-3.5,2011,1,9,370.0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,Villanova,MEM
PF,CHO,13.1,0.7,-2.8,2011,1,31,277.0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,Villanova,MEM
PG,LAC,16.3,2.1,1.3,2011,11,22,324.0,6,5,4,5,6,0,5,6,0,6,7,6,5,7,5,6,6,10,5,9,6,6,4,4,5,4,5,0,0,7,UCLA,NYK
PG,CLE,19.3,0.7,3.9,2011,11,28,329.0,6,5,4,5,6,0,5,6,0,6,7,6,5,7,5,6,6,10,5,9,6,6,4,4,0,4,5,0,0,7,UCLA,NYK
C,BOS,12.8,4.9,-1.9,2011,3,5,482.0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,LSU,ORL
PF,CHO,13.9,4.8,0.6,2011,7,31,277.0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,SAS
C,CHO,5.4,-0.1,-4.9,2011,9,31,277.0,0,0,3,4,1,0,0,3,0,2,0,0,1,1,0,1,1,3,0,0,3,2,1,1,1,0,1,0,0,1,0,CHO
PF,TOR,12.4,1.3,-1.5,2011,8,27,382.0,1,0,0,0,1,0,0,1,6,2,0,5,1,1,2,3,2,1,0,2,2,1,1,2,2,0,0,0,0,2,Iowa,LAC
SF,CLE,9.0,-0.3,-4.0,2011,0,28,329.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,LAL
PF,BRK,12.6,1.9,-3.9,2011,0,31,357.0,0,1,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,5,0,0,2,0,0,1,1,1,0,0,0,Georgia Tech,UTA
PG,NYK,17.3,4.0,0.4,2011,5,14,780.0,0,0,3,2,1,0,1,4,3,2,2,0,1,3,0,1,2,4,1,1,5,2,3,1,1,0,0,0,0,1,UNC,POR
SG,DEN,14.7,1.3,1.0,2011,5,8,316.0,0,0,3,2,1,0,1,4,3,2,2,0,1,3,0,1,2,4,1,1,0,2,3,1,1,0,0,0,0,1,UNC,POR
PG,LAL,8.9,3.7,-2.0,2011,14,4,900.0,6,0,4,3,5,0,2,5,9,4,2,2,2,2,4,2,6,11,1,4,2,2,4,2,2,2,4,0,0,3,Little Rock,OKC
PG,IND,9.9,0.2,-2.9,2011,6,18,293.0,2,2,1,1,4,0,2,0,2,5,3,0,1,2,0,2,1,8,0,0,0,3,3,1,2,1,1,0,0,1,Texas,SAS
C,GSW,10.2,0.1,-6.8,2011,8,19,450.0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,UCLA,NYK
PF,BRK,9.1,0.1,-7.3,2011,8,31,357.0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,UCLA,NYK
PF,NYK,15.6,4.9,0.1,2011,2,14,780.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,DEN
SG,SAS,-2.1,-0.1,-9.2,2011,1,1,418.0,1,0,1,0,0,0,0,0,2,0,1,2,0,0,1,4,0,1,2,0,2,2,0,0,6,0,2,0,0,0,Alabama,CLE
SG,WAS,9.9,0.1,-2.8,2011,1,26,328.0,1,0,1,0,0,0,0,0,2,0,1,2,0,0,1,0,0,1,2,0,2,2,0,0,6,0,2,0,0,0,Alabama,CLE
SG,LAC,18.5,5.3,2.0,2011,2,22,324.0,4,4,6,2,5,0,3,5,0,5,4,5,1,2,2,4,4,8,1,8,3,3,5,6,5,1,4,0,0,5,Indiana,NOP
C,ORL,13.7,1.3,0.3,2011,3,7,385.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,PHO
SG,DET,15.8,1.8,-1.6,2011,11,23,332.0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,UConn,CHI
PG,BRK,17.6,3.4,1.2,2011,6,31,357.0,0,1,0,0,0,0,0,2,1,2,1,0,1,0,0,0,1,0,1,0,1,2,1,1,0,0,0,0,0,0,Wisconsin,UTA
C,HOU,16.2,6.3,1.9,2011,5,13,453.0,5,4,4,5,6,0,0,6,6,6,3,5,3,4,7,5,4,10,2,7,4,3,4,5,4,2,5,0,0,5,Kentucky,SAC
SG,CHO,13.2,2.4,-1.8,2011,9,31,277.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duke,CHO
SG,MEM,7.0,0.2,-5.3,2011,0,10,0.0,0,2,1,0,0,0,1,0,2,0,1,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Kansas,NOP
PG,SAS,14.6,6.1,0.8,2011,2,1,418.0,1,0,0,0,0,0,1,1,1,2,0,0,0,1,0,0,0,2,0,8,0,0,0,2,0,0,1,0,0,0,IUPUI,IND
C,CLE,10.7,1.8,-4.3,2011,4,28,329.0,4,2,3,1,5,0,2,5,5,4,2,5,4,4,5,4,4,7,3,6,3,4,1,2,0,0,4,0,0,5,UCLA,BOS
PG,WAS,6.0,-0.1,-4.3,2011,1,26,328.0,0,1,1,0,3,0,1,1,1,3,1,1,0,0,1,0,2,2,0,0,0,0,1,0,0,0,0,0,0,4,University of Tennessee at Martin,MEM
PF,BRK,17.8,5.4,0.4,2011,6,31,357.0,1,1,0,0,2,0,1,2,0,1,1,0,0,0,0,1,2,0,1,2,0,1,0,1,1,0,0,0,0,0,Minnesota,BRK
PG,TOR,12.6,0.0,-2.6,2011,5,27,382.0,2,0,2,2,1,0,0,1,2,3,0,2,0,1,1,1,2,4,1,1,2,0,1,3,2,0,0,0,0,3,Georgia Tech,NOP
SG,NOP,14.6,2.4,-0.3,2011,5,31,280.0,2,0,2,2,1,0,0,1,2,3,0,2,0,1,1,1,2,4,1,1,2,0,1,3,2,0,0,0,0,3,Georgia Tech,NOP
SG,CHO,14.6,1.9,-0.5,2011,10,31,277.0,1,0,0,0,4,0,1,3,3,0,0,0,2,2,0,1,0,2,0,1,3,3,1,3,1,0,0,0,0,2,Butler County Community College,SAS
SF,BRK,10.1,0.1,-2.6,2011,0,31,357.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Texas,BRK
PG,POR,9.3,-0.3,-5.1,2011,0,9,370.0,2,0,1,0,1,0,0,1,0,2,1,0,0,0,1,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,Nevada,BRK
SF,CHI,8.8,0.0,-3.4,2011,1,0,600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wake Forest,TOR
C,LAC,15.7,0.8,-1.4,2011,7,22,324.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Central Michigan University,NOP
C,MIN,10.4,0.0,-5.9,2011,2,29,272.0,0,0,1,0,1,0,0,2,0,1,1,2,0,2,1,0,2,0,1,1,4,3,0,0,0,0,0,0,0,3,Ohio State,DEN
PG,GSW,14.8,0.5,2.2,2011,0,19,450.0,2,0,0,1,0,0,1,1,1,0,1,1,1,1,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,Harvard University,NYK
PG,CHO,14.3,1.9,0.0,2011,5,31,277.0,0,0,3,1,0,0,0,0,1,0,1,3,0,0,0,1,0,2,0,0,0,1,2,2,1,0,0,0,0,0,0,MIL
SF,MIL,15.8,3.4,-0.8,2011,11,20,268.0,4,2,7,5,1,0,3,5,7,4,4,5,3,4,5,4,6,9,6,3,5,0,2,4,5,1,4,0,0,2,Duke,CHO
PF,DEN,14.1,2.7,0.9,2011,10,8,316.0,4,0,0,0,0,0,0,0,6,0,1,0,1,1,0,1,0,3,0,1,0,0,0,2,1,0,0,0,0,1,Cincinnati,LAC
SG,NYK,7.1,0.2,-3.6,2011,6,14,780.0,0,3,2,6,4,0,4,5,7,6,3,4,5,2,4,8,6,10,2,3,6,4,4,5,3,0,4,0,0,6,Virginia,WAS
C,WAS,17.4,5.3,-0.4,2011,2,26,328.0,1,0,4,1,2,0,0,3,4,2,3,3,0,2,3,0,1,4,1,2,6,2,0,1,3,1,1,0,0,1,Nevada,DEN
PF,IND,16.0,4.9,2.3,2011,3,18,293.0,0,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,1,0,0,0,1,Duke,LAL
PG,POR,13.0,0.7,-1.5,2011,1,9,370.0,1,0,1,0,0,0,0,0,0,1,1,0,4,0,1,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,Saint Mary's,SAS
C,CHO,15.9,1.4,-3.2,2011,12,31,277.0,1,3,1,4,2,0,2,2,1,0,2,3,3,1,3,2,2,11,0,0,1,1,2,2,1,1,0,0,0,1,Kentucky,OKC
SG,BRK,12.1,3.0,-1.0,2011,2,31,357.0,3,1,3,3,3,0,2,1,2,2,2,2,0,0,3,2,2,7,1,2,2,1,1,6,1,0,4,0,0,2,Georgia Tech,BRK
SF,DAL,19.6,0.1,5.8,2011,4,3,497.0,3,2,2,3,2,0,2,0,5,2,2,1,1,4,2,2,2,4,2,1,3,1,2,0,1,2,0,0,0,2,Marquette,NYK
SF,SAS,17.7,0.8,4.7,2011,4,1,418.0,3,2,2,3,2,0,2,0,5,2,2,1,0,4,2,2,2,4,2,1,3,1,2,0,1,2,0,0,0,2,Marquette,NYK
PF,LAL,19.4,10.1,3.5,2011,11,4,900.0,1,0,0,1,0,0,0,3,2,2,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,Rhode Island,DAL
C,NOP,16.0,6.5,-0.4,2011,6,31,280.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UConn,NOP
C,UTA,12.6,0.2,-2.8,2011,8,17,335.0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,BRK
PG,NOP,23.7,13.9,7.1,2011,5,31,280.0,3,3,2,3,3,0,3,2,7,5,1,2,2,0,0,1,1,6,0,5,3,0,4,3,2,1,1,0,0,1,Wake Forest,LAC
C,BOS,10.2,0.6,-2.5,2011,7,5,482.0,2,2,1,3,0,0,3,4,5,4,0,4,1,1,4,2,3,9,2,6,3,1,3,3,3,0,1,0,0,3,0,OKC
SF,NOP,8.5,0.9,-2.3,2011,0,31,280.0,2,2,3,1,0,0,1,1,2,1,3,3,0,0,3,2,2,3,1,1,2,2,0,2,1,0,2,0,0,4,Washington,MEM
PF,NYK,7.6,-0.2,-6.5,2011,2,14,780.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,LSU,MIN
SG,PHO,19.1,1.9,1.7,2011,9,16,395.0,0,1,3,0,0,0,0,2,0,0,1,3,0,0,0,0,0,2,0,1,3,1,2,0,0,0,1,0,0,2,Michigan State,ORL
PG,BOS,10.2,1.1,-2.3,2011,5,5,482.0,2,0,4,3,0,0,1,1,2,3,2,3,1,3,1,3,2,10,0,2,3,2,2,1,2,2,2,0,0,3,Washington,GSW
PG,OKC,3.3,0.0,-12.9,2011,5,6,348.0,2,0,4,3,0,0,1,1,2,3,2,3,1,3,1,3,2,0,0,2,3,2,2,1,2,2,2,0,0,3,Washington,GSW
SG,IND,10.6,2.6,-0.8,2011,2,18,293.0,0,0,2,2,1,0,0,0,1,1,0,1,1,0,1,2,1,2,1,0,0,1,0,0,1,0,1,0,0,1,Kansas,GSW
PG,CLE,19.0,4.4,0.3,2011,3,28,329.0,1,4,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,Nevada,LAL
SF,SAS,-5.5,0.0,-11.8,2011,8,1,418.0,3,6,2,4,2,0,1,4,8,1,3,1,0,0,2,1,4,9,1,4,4,3,3,1,5,1,2,0,0,3,DePaul,LAC
SF,DEN,16.4,5.0,1.7,2011,6,8,316.0,4,1,2,3,2,0,2,2,5,3,3,2,2,3,2,3,2,8,1,3,0,1,3,1,3,0,1,0,0,4,0,NYK
C,NOP,10.8,1.6,-3.5,2011,2,31,280.0,4,0,2,0,0,0,0,1,3,0,1,1,1,1,1,2,2,1,0,0,1,1,0,0,0,0,0,0,0,0,Colorado State,NOP
C,PHI,15.3,1.7,-3.0,2011,2,15,314.0,1,1,2,3,3,0,0,1,2,3,2,0,0,0,2,3,2,4,0,2,2,3,1,2,3,0,1,0,0,5,Florida,MEM
SG,MIA,6.0,0.0,-6.2,2011,15,2,457.0,3,3,3,4,5,0,2,6,6,0,4,4,3,3,2,4,3,5,4,5,4,3,2,7,1,1,2,0,0,4,UNC,ATL
PG,MIN,10.5,0.1,-3.5,2011,6,29,272.0,2,2,2,2,2,0,2,2,5,3,2,2,1,0,5,3,6,5,5,3,3,1,3,0,4,1,0,0,0,4,0,PHO
C,MEM,4.9,0.3,-5.5,2011,1,10,0.0,0,1,1,2,0,0,1,1,0,1,0,0,0,0,1,1,0,7,0,0,0,1,0,1,1,0,0,0,0,0,UConn,POR
C,HOU,-13.6,0.0,-19.9,2011,1,13,453.0,0,1,1,2,0,0,0,1,0,1,0,0,0,0,1,1,0,7,0,0,0,1,0,1,1,0,0,0,0,0,UConn,POR
SG,NOP,14.0,0.9,-0.3,2011,1,31,280.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,LSU,SAC
C,GSW,9.7,0.7,-3.8,2011,0,19,450.0,0,0,0,1,2,0,0,1,2,0,0,3,0,0,1,1,0,2,2,1,1,2,0,2,1,0,0,0,0,0,"Michigan, Baylor",MIL
PG,SAC,15.7,7.2,0.5,2011,6,25,300.0,4,2,3,3,2,0,1,2,0,4,1,1,3,3,0,0,3,5,1,2,6,7,1,3,2,1,1,0,0,4,0,MIL
SG,BOS,10.6,1.1,-1.4,2011,4,5,482.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Florida State,ORL
PG,BOS,12.3,0.9,1.8,2011,6,5,482.0,3,2,1,1,0,0,1,3,3,4,1,0,0,1,1,1,3,5,0,2,0,1,3,0,2,0,0,0,0,1,Saint Joseph's,DAL
PF,OKC,10.1,0.3,-3.7,2011,2,6,348.0,0,0,1,0,1,0,1,0,2,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,Indiana,CHO
C,CHO,17.7,1.6,0.1,2011,2,31,277.0,0,0,1,0,1,0,1,0,2,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,Indiana,CHO
SF,ATL,11.4,1.5,-1.0,2011,6,12,270.0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,1,0,2,1,0,1,1,0,0,0,0,0,0,0,1,"NC State, Georgia",DET
PG,UTA,22.1,6.7,3.7,2011,5,17,335.0,2,1,0,2,1,0,1,2,2,3,1,0,1,2,0,2,2,5,0,1,0,0,1,2,1,0,1,0,0,1,Illinois,BRK
PG,BRK,17.0,0.6,-0.1,2011,5,31,357.0,2,1,0,2,1,0,1,2,2,3,1,0,1,2,0,2,2,5,0,1,0,0,1,2,1,0,1,0,0,1,Illinois,BRK
PG,CLE,13.8,-0.1,-2.8,2011,7,28,329.0,3,3,4,2,5,0,2,5,8,6,4,3,4,5,1,2,4,5,5,5,4,1,4,1,0,0,2,0,0,5,Alabama,LAC
PF,DEN,11.3,1.2,-3.1,2011,4,8,316.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,Duke,BRK
PF,NYK,15.9,0.8,-1.5,2011,4,14,780.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,Duke,BRK
SG,BRK,6.2,-0.4,-5.4,2011,1,31,357.0,0,0,0,1,2,0,2,0,0,0,1,1,0,0,1,1,1,3,1,1,1,0,1,1,1,0,0,0,0,0,Louisville,SAC
SG,HOU,8.6,-0.1,-7.6,2011,1,13,453.0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,1,1,1,3,1,1,1,0,1,1,1,0,0,0,0,0,Louisville,SAC
PF,GSW,16.2,0.4,-1.5,2011,2,19,450.0,1,2,0,1,1,0,2,8,6,3,3,6,1,2,4,1,1,3,1,4,4,3,1,2,1,0,5,0,0,5,UNC,DAL
PF,BRK,15.5,0.4,-1.4,2011,2,31,357.0,1,2,0,1,1,0,2,8,6,3,3,6,1,2,4,1,1,3,1,4,4,3,1,2,1,0,5,0,0,5,UNC,DAL
SG,WAS,14.5,2.8,-1.3,2011,3,26,328.0,0,2,3,1,1,0,0,2,2,1,3,5,0,0,2,0,0,1,0,2,1,1,0,2,2,0,0,0,0,1,USC,LAC
SF,MEM,12.5,2.9,-0.9,2011,1,10,0.0,1,0,2,2,1,0,3,1,1,1,0,6,2,0,0,2,1,5,0,5,1,0,1,0,1,1,2,0,0,0,Pitt,PHI
C,CHO,6.3,0.0,-5.3,2010,1,31,281.0,0,0,1,1,0,0,0,2,1,0,0,0,2,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,TOR
PF,DEN,5.9,0.1,-5.7,2010,8,6,316.0,0,0,0,0,0,0,2,1,1,2,0,0,0,1,1,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,Villanova,ORL
SG,BOS,14.2,1.9,0.4,2010,5,8,452.0,3,2,3,2,0,0,6,3,3,4,3,2,1,3,2,2,3,4,2,4,4,0,2,1,5,1,5,0,0,8,"Butler County Community College, Oklahoma State",MEM
PF,PHO,14.4,2.9,-1.1,2010,3,4,411.0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,UNLV,GSW
SF,DEN,22.2,7.9,2.3,2010,6,6,316.0,1,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,3,3,0,0,0,0,1,0,1,0,1,0,0,1,Syracuse,NYK
SF,HOU,13.3,3.2,0.5,2010,5,15,443.0,3,2,1,0,2,0,0,1,6,2,3,0,0,0,0,0,1,4,0,1,1,1,3,0,2,1,2,0,0,0,UCLA,NOP
SF,DEN,6.6,0.0,-2.4,2010,3,6,316.0,0,0,1,0,2,0,0,2,2,1,2,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,1,South Carolina,NYK
PG,PHO,14.0,1.1,-2.1,2010,6,4,411.0,3,3,2,4,7,0,5,4,7,6,6,2,3,3,2,7,0,7,3,4,4,3,4,4,4,3,5,0,0,6,0,TOR
C,NYK,14.7,0.4,-4.5,2010,3,22,655.0,0,0,1,0,1,0,0,0,3,3,0,0,0,1,0,1,2,0,1,0,0,0,1,1,1,0,0,0,0,0,Memphis,POR
SG,HOU,11.1,4.3,1.5,2010,8,15,443.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duke,MEM
SG,POR,14.3,2.7,-1.7,2010,1,10,356.0,2,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Arizona,TOR
SG,TOR,12.6,1.2,-1.3,2010,2,18,399.0,1,2,1,3,1,0,1,1,2,0,0,0,1,3,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,2,0,NOP
SG,MIL,7.9,2.0,-2.4,2010,5,13,258.0,1,0,3,0,0,0,0,1,1,1,1,0,0,0,0,1,2,3,0,1,1,0,1,1,1,0,1,0,0,0,Michigan State,GSW
PG,DEN,20.2,9.5,3.7,2010,12,6,316.0,3,1,2,3,6,0,1,4,2,2,1,1,1,0,0,0,3,4,3,0,0,0,3,2,1,3,2,0,0,3,Colorado,NYK
PG,POR,11.2,2.4,0.2,2010,6,10,356.0,1,3,3,0,0,0,0,1,3,2,0,2,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,Maryland,LAL
PG,LAC,12.3,0.9,-1.8,2010,6,21,305.0,1,3,3,0,0,0,0,1,0,2,0,2,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,Maryland,LAL
C,TOR,25.0,9.6,3.6,2010,6,18,399.0,1,2,2,2,2,0,1,2,1,4,0,1,1,0,1,0,1,4,0,1,1,0,2,2,3,0,1,0,0,1,Georgia Tech,MIA
SG,MIN,12.1,1.0,-2.2,2010,2,28,264.0,2,0,0,2,0,0,0,3,0,0,0,2,0,0,0,1,0,1,0,0,2,0,0,1,1,0,0,0,0,0,Florida,DAL
SG,UTA,12.8,3.8,1.3,2010,3,7,343.0,0,1,2,4,2,0,1,2,3,1,2,2,1,1,1,2,3,7,0,0,2,0,1,2,2,1,0,0,0,3,Arkansas,CHI
SG,MEM,5.9,0.0,-2.6,2010,3,17,266.0,0,1,2,4,2,0,1,2,3,1,2,2,1,1,1,2,3,7,0,0,2,0,1,2,2,1,0,0,0,0,Arkansas,CHI
PF,SAC,12.4,1.7,-3.0,2010,0,27,293.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Washington,MIL
PG,HOU,16.0,5.5,0.7,2010,2,15,443.0,0,1,0,2,2,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,2,1,1,0,1,0,0,2,Oregon,PHO
SF,WAS,13.5,2.1,-1.3,2010,7,26,322.0,2,3,3,2,5,0,1,4,6,6,3,2,3,1,1,0,2,6,2,2,3,0,3,1,2,2,4,0,0,4,UConn,DAL
SF,LAC,10.7,2.7,-1.9,2010,7,21,305.0,1,2,2,2,4,0,2,1,0,4,4,2,3,0,0,3,0,4,0,5,4,0,3,2,2,1,1,0,0,3,La Salle,CHI
PF,LAC,18.3,4.6,3.5,2010,13,21,305.0,1,1,1,1,3,0,3,3,0,2,1,0,0,4,0,2,1,4,1,2,3,0,2,2,2,0,1,0,0,2,UMass,POR
PF,MIN,6.9,0.4,-4.4,2010,9,28,264.0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Purdue,DAL
SF,MEM,8.5,0.5,-4.2,2010,0,17,266.0,2,0,0,1,2,0,2,0,2,0,0,1,0,0,0,0,1,2,2,2,0,2,0,4,2,1,1,0,0,0,"Vanderbilt, Missouri",HOU
SG,ORL,17.1,7.4,2.0,2010,11,1,385.0,2,3,3,1,6,0,3,4,5,6,3,3,5,1,2,4,4,4,2,2,6,2,0,1,1,1,5,0,0,3,UNC,PHO
C,CHO,12.5,2.9,-2.0,2010,8,31,281.0,0,0,1,1,1,0,0,5,3,0,0,0,0,0,0,0,2,1,0,2,1,0,0,1,0,0,3,0,0,1,0,DAL
SG,NYK,13.7,2.7,-2.1,2010,2,22,655.0,0,1,1,2,4,0,2,2,3,3,3,4,1,1,0,5,3,3,2,0,4,2,2,1,2,0,2,0,0,4,DePaul,DEN
C,PHO,3.7,0.1,-6.7,2010,8,4,411.0,4,3,3,2,6,0,6,3,4,5,2,2,1,5,2,5,0,6,4,6,5,5,3,2,2,1,4,0,0,6,Stanford,POR
PG,NOP,16.5,2.9,-0.8,2010,0,31,267.0,0,1,4,0,0,0,0,3,5,0,1,0,1,0,2,2,2,3,0,5,0,1,2,1,2,2,2,0,0,2,UCLA,IND
SG,MIA,7.5,0.1,-3.3,2010,2,12,425.0,1,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,1,1,2,1,1,0,0,0,2,Ohio State,OKC
PF,POR,14.3,1.9,-1.8,2010,0,10,356.0,0,0,0,0,2,0,2,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3,Villanova,CHO
PG,LAC,17.4,4.5,1.5,2010,10,21,305.0,3,3,5,3,9,0,6,4,0,6,7,4,4,6,4,9,6,8,4,7,4,3,4,4,5,4,4,0,0,8,UCLA,CLE
PF,CHO,12.8,6.2,0.8,2010,6,31,281.0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHO
C,CHO,7.8,0.4,-2.1,2010,8,31,281.0,1,0,2,4,1,0,0,2,0,1,0,0,1,0,1,0,1,2,0,0,1,3,0,1,1,0,0,0,0,2,0,CHO
PG,CHO,15.2,6.5,1.6,2010,4,31,281.0,3,0,1,1,1,0,0,3,4,2,1,0,1,3,1,1,4,3,1,1,4,1,2,1,1,0,0,0,0,3,UNC,DEN
PG,WAS,13.2,2.2,-1.2,2010,3,26,322.0,3,0,3,0,0,0,1,1,4,1,1,0,1,0,1,0,2,2,1,1,2,0,2,0,2,0,2,0,0,3,Villanova,LAC
